Articolo;Prezzo 1 (€);Qt min 2;Prezzo 2 (€);Qt min 3;Prezzo 3 (€);Qt min 4;Prezzo 4 (€);Qt min 5;Prezzo 5 (€);Qt min 6;Prezzo 6 (€);Prezzo minimo;Cod transfert;
AVT30X90PAN-AC-PE;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT35X50-AC-LU;8.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT35X50-AC-PE;8.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT40X40-AC-LU;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT40X40-AC-PE;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT40X50-AC-LU;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT40X50-AC-PE;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT40X60-AC-LU;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT40X60-AC-PE;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT50X50-AC-LU;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT50X50-AC-PE;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT50X60-AC-LU;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT50X60-AC-PE;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT50X70-AC-LU;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT50X70-AC-PE;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT50X75-AC-LU;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT50X75-AC-PE;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT70X100-AC-LU;23.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
AVT70X100-AC-PE;23.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
BIGLIETTO1020-2-OR-SOVRA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
CER10X15-CR-LU;1.24;6.00;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER10X15-CR-MP;1.24;6.00;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER10X15-CR-PE;1.24;6.00;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER10X15-CR-ST;1.36;6.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER10X15-NC-LU;1.24;6.00;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER10X15-NC-MP;1.24;6.00;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER10X15-NC-PE;1.24;6.00;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER10X15-NC-ST;1.36;6.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER13X19-CR-LU;1.47;6.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER13X19-CR-MP;1.47;6.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER13X19-CR-PE;1.47;6.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER13X19-CR-ST;1.59;6.00;1.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER13X19-NC-LU;1.47;6.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER13X19-NC-MP;1.47;6.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER13X19-NC-PE;1.47;6.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER13X19-NC-ST;1.59;6.00;1.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X20-CR-LU;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X20-CR-MP;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X20-CR-PE;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X20-CR-ST;1.97;6.00;1.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X20-NC-LU;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X20-NC-MP;1.74;6.00;1.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X20-NC-PE;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X20-NC-ST;1.97;6.00;1.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X22-CR-LU;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X22-CR-MP;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X22-CR-PE;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X22-CR-ST;1.97;6.00;1.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X22-NC-LU;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X22-NC-MP;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X22-NC-PE;1.74;6.00;1.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER15X22-NC-ST;1.97;6.00;1.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER16X24-CR-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER16X24-CR-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER16X24-CR-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER16X24-CR-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER16X24-NC-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER16X24-NC-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER16X24-NC-PE;2.89;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER16X24-NC-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER18X27-CR-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER18X27-CR-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER18X27-CR-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER18X27-CR-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER18X27-NC-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER18X27-NC-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER18X27-NC-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER18X27-NC-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X20-CR-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X20-CR-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X20-CR-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X20-CR-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X20-NC-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X20-NC-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X20-NC-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X20-NC-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X25-CR-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X25-CR-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X25-CR-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X25-CR-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X25-NC-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X25-NC-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X25-NC-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X25-NC-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X27-CR-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X27-CR-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X27-CR-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X27-CR-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X27-NC-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X27-NC-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X27-NC-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X27-NC-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X30-CR-LU;2.89;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X30-CR-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X30-CR-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X30-CR-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X30-NC-LU;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X30-NC-MP;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X30-NC-PE;2.89;6.00;2.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER20X30-NC-ST;3.45;6.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X24-CR-LU;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X24-CR-MP;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X24-CR-PE;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X24-CR-ST;5.16;6.00;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X24-NC-LU;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X24-NC-MP;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X24-NC-PE;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X24-NC-ST;5.16;6.00;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X30-CR-LU;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X30-CR-MP;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X30-CR-PE;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X30-CR-ST;5.16;6.00;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X30-NC-LU;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X30-NC-MP;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X30-NC-PE;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X30-NC-ST;5.16;6.00;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X32-CR-LU;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X32-CR-MP;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X32-CR-PE;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X32-CR-ST;5.16;6.00;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X32-NC-LU;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X32-NC-MP;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X32-NC-PE;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X32-NC-ST;5.16;6.00;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X36-CR-LU;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X36-CR-MP;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X36-CR-PE;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X36-CR-ST;5.16;6.00;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X36-NC-LU;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X36-NC-MP;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X36-NC-PE;4.36;6.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER24X36-NC-ST;5.16;6.00;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X30-CR-LU;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X30-CR-MP;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X30-CR-PE;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X30-CR-ST;6.88;6.00;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X30-NC-LU;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X30-NC-MP;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X30-NC-PE;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X30-NC-ST;6.88;6.00;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X35-CR-LU;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X35-CR-MP;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X35-CR-PE;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X35-CR-ST;6.88;6.00;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X35-NC-LU;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X35-NC-MP;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X35-NC-PE;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X35-NC-ST;6.88;6.00;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X40-CR-LU;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X40-CR-MP;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X40-CR-PE;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X40-CR-ST;6.88;6.00;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X40-NC-LU;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X40-NC-MP;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X40-NC-PE;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X40-NC-ST;6.88;6.00;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X45-CR-LU;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X45-CR-MP;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X45-CR-PE;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X45-CR-ST;6.88;6.00;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X45-NC-LU;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X45-NC-MP;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X45-NC-PE;6.05;6.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X45-NC-ST;6.88;6.00;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X50-CR-LU;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X50-CR-MP;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X50-CR-PE;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X50-CR-ST;12.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X50-NC-LU;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X50-NC-MP;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X50-NC-PE;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X50-NC-ST;12.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X60PAN-CR-LU;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X60PAN-CR-MP;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X60PAN-CR-PE;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X60PAN-CR-ST;13.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X60PAN-NC-LU;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X60PAN-NC-MP;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X60PAN-NC-PE;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X60PAN-NC-ST;13.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X80PAN-CR-LU;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X80PAN-CR-MP;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X80PAN-CR-PE;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X80PAN-CR-ST;13.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X80PAN-NC-LU;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X80PAN-NC-MP;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X80PAN-NC-PE;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X80PAN-NC-ST;13.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X90PAN-CR-LU;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X90PAN-CR-MP;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X90PAN-CR-PE;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X90PAN-CR-ST;13.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
CER30X90PAN-NC-LU;12.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRANSFERTCER;
